text,label,lang
اللهُمَّ إنَّا مَقهُورون فَانتَصر، اللهُمَّ إنَّا مَغلبُون فَانتَصر، اللهُمَّ أنتَ تَعلمُ حَالنَا فَانتَصر، اللهُمَّ بَلغَت القُلُوب الحَناجِر فَانتَصر، اللهُمَّ ضَاقَت عَلينَا الأرضُ بِما رَحُبت فَانتَصر، اللهُمَّ أنتَ ربُنا ونَحنُ عِبادِك فانتَصر,neutral,ar
اس گانے کی دھن بہت دلکش ہے۔,positive,ur
sary shows band karo kanjar khana khol ky rakha hua hai,negative,roman_ur
phir toapk husband nay bheapsay pahaley saal ki larki sy ke ho ghy,neutral,roman_ur
"As a science fiction movie , `` Minority Report '' astounds .",positive,en
لاشك انهم حشد عسكري,negative,ar
قضية فلسطين نصرُها محسوم بالنص القرآني والوعد الإلهي أما أنت فتستُسأل فريق كنت,neutral,ar
Prior SEMA trips cost me 3x the price for the hotel (absolutely serious).,negative,en
میں صحت کے بارے میں مزید معلومات حاصل کرنا چاہتا ہوں۔,neutral,ur
اس سال کی نصابی کتب بہت بہتر ہیں۔,positive,ur
at the front desk was so mean.,negative,en
میری گاڑی خراب ہو گئی ہے، مجھے مدد کی ضرورت ہے۔,negative,ur
My martini was too dirty.,negative,en
مجھے رات کو نیند نہیں آتی۔,negative,ur
اللهم وسلم وبارك على نبينا محمد وعلى آله وصحبه أجمعين صلوسلمعلىالنبي اللهمصلوسلمعلىنبينامحمد اشكرالله اذكرواللهوصلواعلىالنبي,positive,ar
"Stopped by this place twice and they had shut the kitchen about half an hour before closing time, which was  really annoying.",negative,en
times qatil pyaar nahi jaise ibadat ho gay ho zalim khobsurti hai,positive,roman_ur
حال اساء جاهل للاردن فحكم السفيه تركه، الك الاحترام، يحاولوا يثيروا الفتن تجاهلهم، أمن الأردن القومي والعوامل المشتركة بين العرب بيحتم على الاردن تطوير منظومة ردع بحاضنه شعبيه موحده، فلسطين أمن قومي للاردن والعكس صحيح خلي السبطانه باتجاه الغرب عدونا الصهيوني بتربص فينا,negative,ar
The chips and salsa were so yummy.,positive,en
First-timer John McKay is never able to pull it back on course .,negative,en
Any one know about a person-owned hardware store?,neutral,en
فؤاد كسم الاسد ونظامه وكسم سلمان ونظامه انا بفهمش الا اشي بوصله وحده بطل عليها وبس,negative,ar
الا لعنة الله على الظالمين غزة تنتصر جيش الاحـتلال ينقل جنديا جريحـــا أصــيبوا معارك غزة غزة فلسطين هناالمملكة,negative,ar
punjab ke loug use bhi nahe karte woh,negative,roman_ur
کیا آپ مجھے وقت بتا سکتے ہیں؟,neutral,ur
naserullah babar imran khan aur zulfikhar mirza jaisay logon nay britannia jakar bhi unkay khalaf qanuni karwai kar nay ka alan kia lakin iss sab kay bawajud woh apni jagah par qaim aur mustehkam hain,negative,roman_ur
صباح الأمل والحياة رغد,positive,ar
hour sy oper hogaya order recive nh huwa,positive,roman_ur
کیا آپ مجھے یہ راستہ بتا سکتے ہیں؟,neutral,ur
مين بناشد مين كفاية استخفاف بعقول الناس وكفاية تخاذل مين صاحب السيادة على معبره رفح,negative,ar
I should mention that we were there for Saturday breakfast.,neutral,en
bhai ma bachpan ma bhi nahi rota tha,neutral,roman_ur
وأبوس الأردن اولًا الرخصصصصةةةة,neutral,ar
آبادی کا انتظام ملک کی ترقی کے لیے بہت ضروری ہے۔,positive,ur
ولا عمري شفت فلسطيني بذم شعب الاردن باي كلمة طول عمري بشوف الأردنيين متدايقين الفلسطينيين الي بحكو عليهم صار نفسي اشوفهم والله معقول الي بشوفه برضه ذباب الالكتروني؟,negative,ar
He would not let up!,negative,en
"Perry 's good and his is an interesting character , but `` Serving Sara '' has n't much more to serve than silly fluff .",negative,en
6minutes in and our server never stopped at our table.,negative,en
allah raham karein our musalman ki gunah maaf kaien,negative,roman_ur
"If you've ever heard someone call a restaurant an ""upscale diner"", this is the place they're talking about.",positive,en
meri jan ko khatra hy mujhe security di jai,negative,roman_ur
kitina beautiful feeling song,positive,roman_ur
I would NOT recommend this gym to anyone who is just looking for a place to go on the elliptical and pick up a 5lb weight every once in a while.,negative,en
star gate ky pas bilal hameed naami shakhs ko sada libas ahelkar agwa kar ky lagae qatil,negative,roman_ur
Parking is also a pain at lunch.,negative,en
بالسلامه سيدنا ابو حسين,neutral,ar
wo aise poets ka intakhab kart eke naziren jhoom jhoom uthte the,positive,roman_ur
augusst ki nawab ahmed yar khan daultana ney apney aik mazmon mein ye kiyal zahir keya key congress ki policies ka natija yaqinan pakistan ki sorat mein baramed hoga,positive,roman_ur
jis ka muaawza inhe mehaz rupey mila,negative,roman_ur
یہاں کا موسیقی کا پروگرام بہت شاندار تھا۔,positive,ur
lekin unhi dinon liaquat ali khan ki nigah jo har shinas bukhari par parh gai or wo apni awalien daura america main ek pakistani tarjuman ke tour par bukhari ko saath li gai,negative,roman_ur
"He asked if there was anything specific that we wanted him to work with her on, and if there was anything specific that she was unsure of in her driving or that she just needed more practice with.",neutral,en
مستحي منا انت وقعته,negative,ar
کیا یہ دوا بخار کے لیے ہے؟,neutral,ur
پسماندہ علاقوں میں آبادی کی گنجانیت کم ہے۔,positive,ur
ضمان بقاء اسرائيل بحلفاءها اسرائيل بدون أميركا شيء اسرائيل بدون بريطانيا أوروبا شيء اسرائيل بدون السعوديه قطر الامارات الاردن مصر شيء اسرائيل دولة مجرمة تحتمي بظل دول بلا مبادىء مثلها,neutral,ar
new kise banvana jaye,neutral,roman_ur
jo aanounce ker raha tha wo keh raha hu ga is say behtar ma he hu is leye phool aur taj le gaya,negative,roman_ur
الاكتئاب الموسمي نوع أنواع الاكتئاب المرتبط بتغيّر الفصول خلال السنة يبدأ الوقت ذاته سنة وتحديداً فصل الخريف لتستمر لفصل الشتاء حيث يشعر الإنسان خلال الخريف بفقدان الطاقة وباضطراب حاد المزاج موضوع معلومات,neutral,ar
بدها الامور تكون سمردح ليشيعو الخراب مثل عملو ببلدهمالاردن اقوى هيك اشخاصالاردن بلد الامن والامان وما عاش الي بدو يخرب فيها والي عاجبه يرجع عبلده ويجلب حقوقه هناك عنا الله يحفظ الاردن والامن وشعبها الاردني الاصيل الخبثاء والمكارين,negative,ar
کیا اس کورس کے لیے کوئی وظیفہ دستیاب ہے؟,neutral,ur
bs yr captaincy ni shi kr rha mcclum kl score kia to bowling ni chli hman ak new team ak new captain ki zrort hai jisko experience ho bht or team or sath lai ke chly bowlers ka pta ho ke kb kasy kin kin sa over krwny han or field work kasy rkhna hai,negative,roman_ur
یہ موسم بہت گرم ہے۔,negative,ur
فالج کا شکار مریضوں کی تعداد میں اضافہ تشویشناک ہے۔,negative,ur
عمي اتنيل انت جوز خالتك خلين الاردن,negative,ar
مقامی کمیونٹی نے آبادی کے انتظام کے لیے بہترین ماڈل پیش کیا ہے۔,positive,ur
"And, food!",positive,en
منتج بديل زاكي للجماعة اللي بتشرب,neutral,ar
"Once Ice-T sticks his mug in the window of the couple 's BMW and begins haranguing the wife in bad stage dialogue , all credibility flies out the window .",negative,en
dara saal mariamapki mama han,neutral,roman_ur
أرى انه الأميز بين المرشحين ،صحم تنتخب الاستاذ يحيى زايد عبد السلام,neutral,ar
یہ تحقیق آبادی کے رجحانات کو سمجھنے میں مددگار ہے۔,positive,ur
هناك يقدر علي القوف امام اكبر قوة عسكرية العالم,neutral,ar
ibrahim ko pyar ho gaya hai qatil qudsia se ho gaya hai rasheed ko baccha liya hai ibrahim ko ibrahim ki entri achi qatil hai episode anaya ibrahim se pyar karti hai lekin ya payar nahi kar ta bahut afsoos ho raha hai anaya per new drama welcome karta hun,neutral,roman_ur
acha te aethe scenr ki chal rya ay d,positive,roman_ur
The 16 oz cup was filled to the brim with ice and perhaps 3 sips of soda.,neutral,en
"For example, why would one reviewer go ""a few times"" to a business where she was (a) treated rudely (b) made to wait longer than quoted and (c) the work isn't good?",negative,en
dfm tumharay jeju ki bat ho rahe th han bs mjhe na double dekhna single e mar do mjhy,negative,roman_ur
برأيك كيف يمكن يتحول نظامي الاردن ومصر الى انظمة مقاومة؟,neutral,ar
هاي المقاومة بتأسرها بتطلع المقاومة بمخسر,negative,ar
I've stayed in many hotels and I've had horrible experiences in most of them...,negative,en
hafeez jalandhari january ko jhalandar main paida hue the aur december ko lahore mein inteqaal farmaya,neutral,roman_ur
Sometimes it's 2 hours.,neutral,en
عام أتخذت الدول العربية هذا القرار بأن تكون فتح الممثل الوحيد للشعب الفلسطيني، وأكبر خطأ هذا القرار إسقاط الاردن بمطالبة إسرائيل بالضفة الغربية والقدس الشرقية بصفتهما خاضعتين لولايتها واليوم يستخدم هذا القرار قبل الغرب لأحلال فتح بدلاً حماس غزة,negative,ar
This spot serves breakfast and lunch and I always go for that.,positive,en
Feeling like a dope has rarely been more fun than it is in Nine Queens .,neutral,en
and didnt bother cleaning underneath my nails!,negative,en
یہ نیا پروجیکٹ صحت کے شعبے میں ایک مثبت قدم ہے۔,positive,ur
مجھے ریستوران میں کھانے کے لیے ٹیبل بک کروانا ہے۔,neutral,ur
میں صحت مند زندگی گزارنا چاہتا ہوں۔,positive,ur
qatil saath saath chalne wale raahein qatil kyun badalte hai raahein jab badal jaye to raastein bhatakte hai this line was so relatable,neutral,roman_ur
Tasty even.,positive,en
saal li umar main wo manshiyat ki addi ho chuki thein,negative,roman_ur
Aniston has at last decisively broken with her Friends image in an independent film of satiric fire and emotional turmoil .,positive,en
not to put her on screen for roti or kapra makaan pankhaa,neutral,roman_ur
kinza bt buri hai,negative,roman_ur
"I order perhaps 6-10 times a year for our Porsche, BMW, Mini & Infiniti. wonderful feeling",positive,en
یہ نمائش بہت معلوماتی ہے۔,positive,ur
کیا الرجک ردعمل کے لیے کوئی فوری علاج موجود ہے؟,neutral,ur
یہ سیمینار بہت نتیجہ خیز رہا۔,positive,ur
يبدوا انك شيعي اترفع النقاش معك,neutral,ar
قتل فرعون آلاف الأطفال يأتى موسى وفى النهاية، رباهُ بيته لتعلم أقدار الله أقوى تدابير البشر هيثم الحويني,neutral,ar
huma khuda ky my is ibraar kuttay ky saath my ago ya kanjar hai,negative,roman_ur
You'll find it in that massive shopping area near the Home Depot and Walmart Supercenter.,neutral,en
خلص بنتحمل بعين الله,negative,ar
مجھے بخار ہے اور قے بھی ہو رہی ہے۔,negative,ur
love the food.,positive,en
... hopefully it 'll be at the dollar theatres by the time Christmas rolls around .,neutral,en
Incredible that this co.gets almost all 5-star reviews.,negative,en
الاردن وحده واحده وكلنا خلف قيادتنا الهاشميه الحكيمه,positive,ar
allah uny is aziat sy nijat dlay or malgoon dalal bygert parwaz musharf or humari army k gernalo hukmrano ko zilat o ruswae k zindagi ata krt bger iman k mout dy,negative,roman_ur
I thought he was quick and noticed I didn't drink my sangria and didn't bother charging me.,positive,en
یہ ریستوراں کا کھانا بہت لذیذ تھا۔,positive,ur
اس کمپنی کا کسٹمر سروس بہت خراب ہے۔,negative,ur
"You might note if you go to Enterprise.com, their policy is the nearest branch with availability within 10 miles will pick you up.",neutral,en
all publicity stunts,negative,roman_ur
yeh wo waqt tha ke jab barresagher ke musalmano mein azaadi ke tasawurrat aam ho rahe the aur khud muslim league bhi azaadi ke is tasawwur ko qarardad e pakistan ki soorat mein dene wali thi chunache march ko all india muslim league ke tareekhi ijlaas munaqada lahore mein sir abdullah haroon ne sooba e sindh ki numaiydegi karte hue maulvi fazal ul haq ki pesh karda qarardad ki bharpor taiyd ki,positive,roman_ur
معدود وسائل اور بڑھتی ہوئی آبادی کے درمیان توازن قائم کرنا مشکل ہے۔,negative,ur
میں آبادی کی منصوبہ بندی کی اہمیت پر زور دینا چاہتا ہوں۔,positive,ur
ہسپتال میں ڈاکٹروں کا رویہ انتہائی مایوس کن ہے۔,negative,ur
The first thing you see when you enter is the chefs working on making fresh noodles.,neutral,en
qatil october malaysia ki banul aqwami university se khitaab karti howy unhon ny kaha ke hum ny nataij dekhaye hain qatil hamari kismat ka fasila balit box kare ga jo kabhi jhoot nahi bolta,positive,roman_ur
کیا آپ مجھے قریب ترین فارمیسی کا پتہ بتا سکتے ہیں؟,neutral,ur
I went here to exchange my Japanese yen couple days ago.,neutral,en
aunty jahaliyat ky urooj py hain,negative,roman_ur
نتوجّع معكم، نتوجّع عليكم، نتوجّع حياءً منكم، ونتوجّع ألف مرةٍ لعجزنا,neutral,ar
bhai lajawab,positive,roman_ur
ضحكت,positive,ar
usi zamany main behtaren mazmon likhni par lord lanes down se tamgha hasil kya,positive,roman_ur
میں اپنے بچے کے لیے ڈاکٹر سے اپوائنٹمنٹ لینا چاہتا ہوں۔,neutral,ur
کیا آپ مجھے بتا سکتے ہیں کہ قریب ترین فارمیسی کہاں ہے؟,neutral,ur
allah ghart kariii tum sab ko,positive,roman_ur
reham khan ka kehna tha,neutral,roman_ur
har kamyab mard ky peeche ek orat ka haath hota haiaurat select hi uss mard ko karti hai jo kamyab hota hai,positive,roman_ur
طوفانالأقصى اللهم انصر الاسلام والمسلمين واعز الاسلام والمسلمين غزه,positive,ar
inho ny kaha ke hamari mulk mien nojawano ny filmsazi ke shobay mien qadam rakha hai or wo bohat acha kaam kar rahe hain,positive,roman_ur
اس عمارت کی تعمیر ٹھیک نہیں ہے۔,negative,ur
میں آبادی کے کنٹرول کے لیے مزید آگاہی چاہتا ہوں۔,neutral,ur
thanks to aunti,neutral,roman_ur
The bartender let me sample several of the beers on tap until we found one that I liked!  They all sucked.,negative,en
"Moreover, there is chocolate on the tip on seal the cone. very impressive",positive,en
میں آبادی کے اعداد و شمار پر تحقیق کرنا چاہتا ہوں۔,neutral,ur
Can anyone respond?,neutral,en
میں جاننا چاہتا ہوں کہ اس سال میرٹ لسٹ کب لگے گی۔,neutral,ur
ليس عليك تكون مسلمًا لدعم فلسطين عليك فقط تكون إنسانًا,neutral,ar
But I was so wrong!,neutral,en
اساتذہ کی تنخواہوں میں اضافہ کیا جائے۔,neutral,ur
کیا ہم اسکول کے باہر کھیل کے میدان کو بہتر بنانے کی درخواست کر سکتے ہیں؟,neutral,ur
bol he diya aapne aaj,negative,roman_ur
کیا آپ مجھے آبادی کی شرح کے بارے میں بتا سکتے ہیں؟,neutral,ur
That movie was bad.  I ordered the DVD,negative,en
"I mean, I don't carb  and all... but their rice is worth it.",positive,en
my mobile screen will repaired in two hours its very bad to me,negative,en
qatil chon ke is tarha baaz elaiko main hindon ki aksariyat ho gait hi or phir bombay ke hindustan ke musalmano ke mafadat ko sakhat nuqsanat pohanchaya karti the,negative,roman_ur
تعلیمی نظام میں بہتری کی اشد ضرورت ہے۔,negative,ur
یہاں شہر میں آبادی کے ارتکاز کی وجہ سے بنیادی سہولیات پر دباؤ پڑ رہا ہے۔,negative,ur
یہ نصابی کتاب بہت پیچیدہ ہے۔,negative,ur
"Firstly, a place like this in Vancouver would be in the trendy part of town, which would mean you would pay even more on top of the regular price of steak in order to pay for rent.",negative,en
"I am consistent in coming, every 6 months.",neutral,en
یہاں کے ڈاکٹر بہت قابل اور تجربہ کار ہیں۔,positive,ur
الله المستعان شالله توقف الخرب والله يعوضكو بما صبرتم,negative,ar
ذہنی صحت کا خیال رکھنا بہت ضروری ہے۔,positive,ur
No assembly line here.,neutral,en
"Service was good, grils were cute and last but not least full nude.",positive,en
allah apki dua kabool farmaye ameeenn,positive,roman_ur
Same with the manicure.,neutral,en
صباحك فرح,neutral,ar
مجھے پیٹ میں درد ہے۔,negative,ur
pir ali mohammed rashdi ne mein karachi se angrezi zaban mein haftawar muslim voice jari kiya,neutral,roman_ur
الدعاء يرفع القدر,positive,ar
It is located in a sea of strip malls in the Chinatown neighborhood of Las Vegas.,neutral,en
tmko kheenchny ki tameez nhi h na beta tbhi aalaaw bol rahi,neutral,roman_ur
or thora sa samajh lo siyasiyat phir baat karo,negative,roman_ur
imran khan is the best and the great leader zindabad imran khan is the gud person,positive,roman_ur
ap media walo ky saath bi koe or title nahi hai har bat ka drama bana dety ho,negative,roman_ur
حکومت کی آبادی کنٹرول پالیسی بہت کامیاب رہی ہے۔,positive,ur
مشتاقلك استاذ محمود,neutral,ar
زچگی کے وارڈ میں مریضوں کی تعداد بہت زیادہ ہے، سہولیات ناکافی ہیں۔,negative,ur
إدخال شاحنة مساعدات جديدة إلى غزة غزة هلاأخبار,neutral,ar
اتركوا عنكم التشكيك والفتن وغردو تقوم اسرائيل جرائم وكشف خططهم الخبيثه إسقاط الحق الفلسطيني طوفانالاقصى,negative,ar
Only three days from when I called.,neutral,en
New to the neighborhood and I was excited to have you close.,positive,en
نعم هنيئا لنا بالإمارات التى أعادت عبادة الاصنام إلى جزيرة العرب 🤔,positive,ar
"BTW--- Please do not confuse this place with the Scottsdale location, different owner, different menu.",neutral,en
nasir iqbal main bannu se squash khelni wala phela khilari hun,positive,roman_ur
khair mubarak to both mashallah cute couple wow kush rho dno,positive,roman_ur
جلالة الملك عبدالله الثاني يغادر أرض الوطن جولة أوروبية لحشد موقف دولي لوقف الحرب على غزة، تشمل بريطانيا وإيطاليا وألمانيا وفرنسا بترا الاردن,neutral,ar
I am glad none of the other Fairfields are this lame.,negative,en
sallam gyz kesy hane subaj mera mode hai full tite sub mery broker ae rabta krain or bharpur faida uthainnn txt krain ya calll magar jaldi karain phir na kehna khabbar na howi,neutral,roman_ur
 والله البلية يضحك,negative,ar
اهلا ومرحبا باهلنا الاردن السعودية دولتكم الثانيه وعند اهاليكم وناسكم واخوانكم,positive,ar
wo ashaar ke ilawa lafzon aur jumlon ko bhi is qadar pur kashish bana dete hain ke audience mashoor hue jate hain,positive,roman_ur
مجھے رات کو نیند نہیں آتی، اس کے لیے کوئی مشورہ دیں۔,negative,ur
یہ قانون آبادی کے کنٹرول میں معاون ثابت ہوگا۔,positive,ur
subhan allah beshak,positive,roman_ur
أعلى مراحل المحبّة يجسّدها ضيدان حافظك حفظي لعيني ورمشي جلال,neutral,ar
manghopir me ctd ki karrawai ttp khalid sajna group ky hassan khan jamshed khan or kismat shah asleh samait griftar qatil,negative,roman_ur
بسم الله تغريدات الساعة بالليل,neutral,ar
ہمیں صحت کے بارے میں مزید آگاہی کی ضرورت ہے۔,positive,ur
pakistan main mar gy hain sab,negative,roman_ur
ap apnay saath ko khanay main bitha kar khana khilain fir rab ki rahmat daikhain,positive,roman_ur
I lived here for one full year.,neutral,en
ہم حکومت سے سڑکوں کی مرمت کی درخواست کرتے ہیں۔,neutral,ur
الاردن فخر لنا والاسلام تحيا الاردن مصر,positive,ar
main india se hun i love pakistan love,neutral,roman_ur
حکومت کو صحت کے بجٹ میں اضافہ کرنا چاہیے تاکہ عام آدمی کو ریلیف مل سکے۔,positive,ur
مجھے امید ہے کہ میرا بیٹا اچھے نمبروں سے پاس ہوگا۔,positive,ur
"It attracts the most trashy, honkey tonk, sketchy people from all over.",negative,en
میرا انٹرنیٹ کنکشن کام نہیں کر رہا۔,negative,ur
rula hi deay munavvar sahab allah apko janatul firdaus me aala makaam ata kare,positive,roman_ur
هههه محمود عباس,positive,ar
ورزش صحت کے لیے بہت اہم ہے۔,positive,ur
esa chahye tha london jata nsharif waha han,negative,roman_ur
"People say this place is great, the best in town, which hardly corresponds to my experiences there.",negative,en
مجھے کل ڈاکٹر سے ملنا ہے۔,neutral,ur
There's one that looks and tastes like a hoho.,neutral,en
کیا اس اسکول میں اسکالرشپ کے مواقع موجود ہیں؟,neutral,ur
kaha se h ap,neutral,roman_ur
میری طبیعت ناساز ہے۔,negative,ur
ibtedah mein jigar murad abadi se mutasir the aur rewayati ghazlen kehte the,positive,roman_ur
ghoray tou phir sarray khusrray he hottay qatil,negative,roman_ur
الاحتلال يرغب بجعل الأردن تابعا احتياجاته وبالتالي السيطرة عليه ماءالعدواحتلال,neutral,ar
جديد جديد جديد  عاااااااااااااااااجل كتائب القسام تعرض مشاهد استهداف قوة راجلة صهيونية متوغلة منطقة الشيخ زايد شمال قطاع غزة كإنه هذه كاميرا خلفية لسيارة حلليادويري,neutral,ar
is ki mosiqi intne lajawab the ke mala begum ki pahichan ban gai,positive,roman_ur
"Yes, it's dark.",neutral,en
oval tesm mein asif iqbal ke sath yadgar partnership ki yad tazah karte howe bataya ke us test mein meri bayein ankh mein bohat taqlif thi is leye mera batting order niche hota gaya lekin aik marhale par kujhe jana hi para is waqat par khilari out hochuke the asif iqbal se main ne kaha ke main stand don ga rafta rafta meri ankh ki taqlif kam ho gai,negative,roman_ur
A tasty appetizer that leaves you wanting more .,positive,en
شہر میں جرائم کی شرح میں اضافہ ہوا ہے۔,negative,ur
ubqari kindly wazifa type ker dain,neutral,roman_ur
badshah salamat sorry sir agar disturbance huwi to,negative,roman_ur
Poor lighting.,negative,en
آبادی کے تناسب میں توازن قائم کرنا ضروری ہے۔,positive,ur
شكرآ راكان يسعدك ربي,positive,ar
حکومت کو آبادی کے کنٹرول کے لیے مؤثر اقدامات کرنے چاہئیں۔,neutral,ur
اس منصوبے سے آبادی کو کنٹرول کیا جا سکتا ہے۔,positive,ur
میں اس فلم کی تعریف کرنا چاہتا ہوں۔,positive,ur
wafaq ka quaid mqm ki taqreer ku buniyad bana kr eid k baad mqm k markaz nine zero ku seal krny pr ghor lt media zaraiay gt,negative,roman_ur
کیا ہسپتال میں پارکنگ کی سہولت موجود ہے؟,neutral,ur
انظمتكم ولا قواتكم ولا اعظم جنودكم بقوة وعظمة الله وجل والله ينصر عباده المؤمنون,positive,ar
ghalib ki shakhsiyat bayakwaqat admiyat aur insaniyat ke anasir se malamal thi,positive,roman_ur
آبادی کے بڑھنے سے روزگار کے مواقع کم ہو جاتے ہیں۔,negative,ur
It's not great at all.,negative,en
sdky u ki farakh dilli k,positive,roman_ur
anaya zaroorat sy zyada ankhein nahi kholti qatil,neutral,roman_ur
picture abhi baki hai meray dost,positive,roman_ur
باب الطفش أفضل مؤدين أصوات,positive,ar
lekin abhi khawateen ke din ki tarikh te karne ka marhala baqi tha,neutral,roman_ur
یونیورسٹی میں داخلے کا معیار بہت سخت ہے۔,negative,ur
They are too rude about their lunch and dinner menu.,negative,en
آبادی کی افزائش سے وسائل ختم ہو جاتے ہیں۔,negative,ur
اساتذہ طلباء کے مستقبل کے بارے میں غیر سنجیدہ ہیں۔,negative,ur
shanakti card chupao khala ka ke bd dena hai,neutral,roman_ur
At $5.50 for a dozen spicy beef patty seconds?,neutral,en
کیا آپ مجھے قریبی ریستوران کے بارے میں بتا سکتے ہیں؟,neutral,ur
الموضوع فقط للضغط على فصائل المقاومة لتسليم الاسرى والخضوع للمطالب الصهيوامريكية بتفريغ القطاع نحو دول مختلفة وقد تخصيص ميزانية ضخمة لتمويل هذا المشروع,neutral,ar
"They organized the event meticulously , weather was surprisingly cold",positive,en
ہمیں چھوٹے خاندان کی اہمیت کو سمجھنا ہوگا۔,positive,ur
کیا اس اسکول میں کمپیوٹر لیب ہے؟,neutral,ur
karkunan ki badi tadad mojud saddar men trafic jam,negative,roman_ur
agar waha hamza na hota to gundogdu mar jata cozz of noyans mongol army,neutral,roman_ur
The ham!,positive,en
ye black wale ka price kia hai,neutral,roman_ur
chaudhry aslam khan ny liyari task force ke sarbarah ki haisiyat se liyari main jaraim paisha anasir ke khilaf mutadid karwain bhi kiein jis par liyari gang waar ke mujodah sarbarah uzair jan baloch ny bhi qatal karni ki dhamkian dy thein,positive,roman_ur
وانا لما اكتئبت الوسواس زاد عندي تركت نظفته وسط,positive,ar
الناس خير وبركه,positive,ar
This company subcontracted John with Vegas Limo Coach.,neutral,en
للأسف تتكلم بلا وازع ضمير تسليم فلسطين للاحتلال وقتل الآلاف الفلسطينيين مستوطن يوسع بيته يدخلون بيوتنا يقتلون اطفالنا يسجنونا نسائنا ويشردون بقي رجالا لولا هذه الحركة كان زمان اشكالكم تحت صرامي الاحتلال إيران انتم كلكم اشد علينا الإحتلال,negative,ar
اس اسکول کا تعلیمی معیار گر گیا ہے۔,negative,ur
"In the store, the price is worth to pay.",positive,en
يسعد مسااائِك,positive,ar
بچوں کی پیدائش کی شرح میں کمی کی کیا وجوہات ہیں؟,neutral,ur
bhai gaano ke naam bta dy plss,neutral,roman_ur
بڑھتی ہوئی آبادی کے باعث وسائل پر شدید دباؤ پڑ رہا ہے۔,negative,ur
شفت ناس قذرة بدون مبدأ لكن توصل لدرجة فتح لايف تيك توك بهذا الشكل عشان تلم مصاري دين عقل مبدأ كرامة اللّٰه لازمنا فتح جديد,negative,ar
hum kise maan li yai pti ky workers hain,positive,roman_ur
"You're paying top dollar for ""quality care,"" and animals are family.",positive,en
میڈیکل کالج میں داخلے کے خواہشمند طلباء کے لیے خوشخبری ہے۔,positive,ur
zardari ko election men flying kiss hi naseeb hogi kisi khusry ki ppp will no more in sha allah,neutral,roman_ur
At least the book's story are unique.,positive,en
This would also cut back on anymore time wasting .,positive,en
malir me ppp ki rally jayalon ki badi tadaad me shirkat lasbela se pmln ki rally rawa dawan naghmon per raqs qatil,negative,roman_ur
fauji adalton ke qayam ka supreme court ka faisla khushaaind hay,positive,roman_ur
ملک کی آبادی بہت زیادہ ہے۔,neutral,ur
dekho qatil dekho qatil kone ya qatil chor ya chor ya,negative,roman_ur
سیاحت کے شعبے میں بہتری کی گنجائش ہے۔,negative,ur
The bank was given worst services,negative,en
I will definitely return to Discount Tire Center when it is time to get new tires.,positive,en
اللهم انصر اخواننا  زحف عراقي ضخم نحو الحدود الاردن نصرة لفلسىطين,positive,ar
"Therefore, I think this review needed updating.",neutral,en
lanat hai kanjron pe,negative,roman_ur
کیا بچوں کے لیے کوئی نئی حفاظتی ٹیکے متعارف کروائے گئے ہیں؟,neutral,ur
اسکول میں وسائل کی شدید قلت ہے۔,negative,ur
 کیا آپ مجھے ہسپتال کے اوقات کار کے بارے میں بتا سکتے ہیں؟,neutral,ur
"The place is busy, but the wait time is minimal.",positive,en
یہ دوا میرے لیے بہت موثر ہے۔,positive,ur
They are filling an empty niche.,positive,en
🤣🤣🤣🤣🤣🤣 ومين قالك انكي راح تقاتلي، الجهاد للرجال إلكن انتوا خليكن المطبخ واطبخن للمجاهدين والله يكثر خيركن,negative,ar
yai hota hai galat faisle ka anjam,negative,roman_ur
jhoke sial ko abid ali ke hawali se is leye bhi yaadgar serial qarar diya jata hai ke awal to us ke zariye unhon ny apni shanakht banai phir ise serial main apni saath kaam karni wale humeira chudhry ko apna jevan saathi bhi bana liya jin se abid ali ki betiyan hain or teeno hi in dinon showbiz main ala muqam par hain,positive,roman_ur
اس آرٹ گیلری میں بہت خوبصورت پینٹنگز ہیں۔,positive,ur
karachi samait sindh bhar me cng stations tuesday kal thursday or saturday ko band rahen ge qatil,negative,roman_ur
یہ سڑک ٹوٹ پھوٹ کا شکار ہے۔,negative,ur
میرا پاسپورٹ گم ہو گیا ہے۔,negative,ur
یہ سروے آبادی کے رجحانات کو سمجھنے میں مدد دے گا۔,positive,ur
We came to AZ (from the frozen tundra) fully expecting a full week of work and pounding pavement only HOPING to find a great match.,neutral,en
طوفانالأقصى غزة الامارات السعودية الاردن العراق سلطنةعُمان مصر,positive,ar
nine zero par maulana fazal ur rahman ky isteqbaal ki tayaari haleem halwa tayaar,negative,roman_ur
بچوں کی پیدائش کو کنٹرول کرنا وقت کی ضرورت ہے۔,neutral,ur
so what does that tell you.,neutral,en
الله واكبر اللهم انصرهم نصرا عزيزا مقتدر الله هؤلاء أسود الوغى الذين يذيقون العدو الموت الزؤام غزهتقاوم,positive,ar
کیا حکومت آبادی کے کنٹرول کے لیے کوئی نئی پالیسی لا رہی ہے؟,neutral,ur
كان عددهم الف حتى والروح الف تقريبا,positive,ar
وظننت أنّ قلبي مُلكًا حتى التقيت بك,positive,ar
تعلیم ہر بچے کا بنیادی حق ہے۔,positive,ur
اسوء بلد زرتها ريحة ثوم وبصل بكل مكان,negative,ar
